127.0.0.1 - - [06/Nov/2012:11:10:44 +0000] "GET / HTTP/1.1" 200 3273
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:48:49 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A00%2B0000/2012-11-06T11%3A49%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:48:49 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A00%2B0000/2012-11-06T11%3A49%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:48:54 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A00%2B0000/2012-11-06T11%3A49%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:48:54 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A00%2B0000/2012-11-06T11%3A49%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:48:59 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A00%2B0000/2012-11-06T11%3A49%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:48:59 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A00%2B0000/2012-11-06T11%3A49%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:04 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A20%2B0000/2012-11-06T11%3A49%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 633
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:04 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A20%2B0000/2012-11-06T11%3A49%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 633
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:09 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A20%2B0000/2012-11-06T11%3A49%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 633
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:09 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A20%2B0000/2012-11-06T11%3A49%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 633
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:14 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A14%2B0000/2012-11-06T11%3A49%3A14%2B0000?fragments=vitals%2Cresponsetime%2Chealthlegend HTTP/1.1" 200 1912
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:14 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A14%2B0000/2012-11-06T11%3A49%3A14%2B0000/histogram?dataPoints=15&start=0 HTTP/1.1" 200 545
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:14 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A20%2B0000/2012-11-06T11%3A49%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 633
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:14 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A20%2B0000/2012-11-06T11%3A49%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 633
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:16 +0000] "GET /insight/services/resources/insight%3Atype%3DApplication/2012-11-06T11%3A34%3A14%2B0000/2012-11-06T11%3A49%3A14%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 295
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:16 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A14%2B0000/2012-11-06T11%3A49%3A14%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 481
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:19 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A20%2B0000/2012-11-06T11%3A49%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 633
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:19 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A20%2B0000/2012-11-06T11%3A49%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 633
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:24 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A40%2B0000/2012-11-06T11%3A49%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 632
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:24 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A40%2B0000/2012-11-06T11%3A49%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 632
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:29 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A40%2B0000/2012-11-06T11%3A49%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 632
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:29 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A40%2B0000/2012-11-06T11%3A49%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 632
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:34 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A40%2B0000/2012-11-06T11%3A49%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 632
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:34 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A40%2B0000/2012-11-06T11%3A49%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 632
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:39 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A40%2B0000/2012-11-06T11%3A49%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 632
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:39 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A40%2B0000/2012-11-06T11%3A49%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 632
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:44 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A44%2B0000/2012-11-06T11%3A49%3A44%2B0000/histogram?dataPoints=15&start=0 HTTP/1.1" 200 545
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:44 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A44%2B0000/2012-11-06T11%3A49%3A44%2B0000?fragments=vitals%2Cresponsetime%2Chealthlegend HTTP/1.1" 200 1912
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:44 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A00%2B0000/2012-11-06T11%3A50%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 634
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:44 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A00%2B0000/2012-11-06T11%3A50%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 634
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:46 +0000] "GET /insight/services/resources/insight%3Atype%3DApplication/2012-11-06T11%3A34%3A44%2B0000/2012-11-06T11%3A49%3A44%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 295
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:46 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A34%3A44%2B0000/2012-11-06T11%3A49%3A44%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 481
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:49 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A00%2B0000/2012-11-06T11%3A50%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 634
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:49 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A00%2B0000/2012-11-06T11%3A50%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 634
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:54 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A00%2B0000/2012-11-06T11%3A50%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 634
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:54 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A00%2B0000/2012-11-06T11%3A50%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 634
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:59 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A00%2B0000/2012-11-06T11%3A50%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 634
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:49:59 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A00%2B0000/2012-11-06T11%3A50%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 634
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:04 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A20%2B0000/2012-11-06T11%3A50%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 634
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:04 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A20%2B0000/2012-11-06T11%3A50%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 634
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:09 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A20%2B0000/2012-11-06T11%3A50%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 634
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:09 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A20%2B0000/2012-11-06T11%3A50%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 634
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:14 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A14%2B0000/2012-11-06T11%3A50%3A14%2B0000/histogram?dataPoints=15&start=0 HTTP/1.1" 200 545
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:14 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A20%2B0000/2012-11-06T11%3A50%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 634
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:14 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A14%2B0000/2012-11-06T11%3A50%3A14%2B0000?fragments=vitals%2Cresponsetime%2Chealthlegend HTTP/1.1" 200 1912
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:14 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A20%2B0000/2012-11-06T11%3A50%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 634
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:16 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A14%2B0000/2012-11-06T11%3A50%3A14%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 481
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:16 +0000] "GET /insight/services/resources/insight%3Atype%3DApplication/2012-11-06T11%3A35%3A14%2B0000/2012-11-06T11%3A50%3A14%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 295
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:19 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A20%2B0000/2012-11-06T11%3A50%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 634
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:19 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A20%2B0000/2012-11-06T11%3A50%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 634
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:24 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A40%2B0000/2012-11-06T11%3A50%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:24 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A40%2B0000/2012-11-06T11%3A50%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:29 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A40%2B0000/2012-11-06T11%3A50%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:29 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A40%2B0000/2012-11-06T11%3A50%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:34 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A40%2B0000/2012-11-06T11%3A50%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:34 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A40%2B0000/2012-11-06T11%3A50%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:39 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A40%2B0000/2012-11-06T11%3A50%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:39 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A40%2B0000/2012-11-06T11%3A50%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:44 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A44%2B0000/2012-11-06T11%3A50%3A44%2B0000/histogram?dataPoints=15&start=0 HTTP/1.1" 200 545
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:44 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A44%2B0000/2012-11-06T11%3A50%3A44%2B0000?fragments=vitals%2Cresponsetime%2Chealthlegend HTTP/1.1" 200 1912
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:44 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A36%3A00%2B0000/2012-11-06T11%3A51%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:44 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A36%3A00%2B0000/2012-11-06T11%3A51%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:46 +0000] "GET /insight/services/resources/insight%3Atype%3DApplication/2012-11-06T11%3A35%3A44%2B0000/2012-11-06T11%3A50%3A44%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 295
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:46 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A35%3A44%2B0000/2012-11-06T11%3A50%3A44%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 481
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:49 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A36%3A00%2B0000/2012-11-06T11%3A51%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:49 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A36%3A00%2B0000/2012-11-06T11%3A51%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:54 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A36%3A00%2B0000/2012-11-06T11%3A51%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:54 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A36%3A00%2B0000/2012-11-06T11%3A51%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:59 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A36%3A00%2B0000/2012-11-06T11%3A51%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:50:59 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A36%3A00%2B0000/2012-11-06T11%3A51%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:51:04 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A36%3A20%2B0000/2012-11-06T11%3A51%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 636
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:51:04 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A36%3A20%2B0000/2012-11-06T11%3A51%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 636
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:51:09 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A36%3A20%2B0000/2012-11-06T11%3A51%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 636
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:51:09 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A36%3A20%2B0000/2012-11-06T11%3A51%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 636
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:11:51:14 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A36%3A14%2B0000/2012-11-06T11%3A51%3A14%2B0000/histogram?dataPoints=15&start=0 HTTP/1.1" 200 545
